,avg_R0,avg_R1,avg_Gmean,avg_mcc,avg_precision,avg_f1_score,avg_acc
0,0.784461317808934,0.5355240317035522,0.6415626363630209,0.33464449680100194,0.720448057509253,0.6093574034457983,0.659975068263661
1,0.75974610523128,0.5602820035007139,0.6452675076985562,0.33142346880297946,0.7080235032437683,0.6206861493304661,0.6599944289865843
2,0.7525904730210772,0.5639224320938754,0.6471769235832836,0.32435789815071336,0.698216817671801,0.622518238643326,0.658236242663098
3,0.7837178397822887,0.5277852029632644,0.6370182945320554,0.32555927677807356,0.715163188285845,0.603315412485051,0.655733854148449
4,0.7548266907842281,0.5866622074927054,0.6597605494801606,0.34933648062836453,0.7089638479659899,0.6391522118801166,0.6707244219117705
5,0.766951666337211,0.5688939276139723,0.6546308517334983,0.3460693986066575,0.7141907001862544,0.6299237305541597,0.6679037601896365
6,0.7819349083552304,0.5348791605894435,0.6409162552244502,0.33047537284405365,0.7163665046380567,0.6087447545651199,0.6583892216074745
7,0.7710108353023707,0.5559024497585081,0.6498015313114998,0.3374517522008795,0.7128498940347825,0.6223085219196179,0.6634379373217564
8,0.7616692650894766,0.5682240190929593,0.6510339221402178,0.3406675029713041,0.7114673588130551,0.6273924613609421,0.6649271738070397
9,0.7470048970009088,0.5916578800570734,0.6573870031940403,0.34714500864644476,0.7055855971764968,0.6390598910754617,0.6693107223712556
10,0.7710541762784717,0.5734893796495328,0.658471183316797,0.355662262882711,0.7209280831815431,0.6346057442278045,0.6722530762956701
11,0.7663156109396982,0.5649348116380134,0.652889463815606,0.34129729563289873,0.7122545003973005,0.6277168587955493,0.6656061225460801
12,0.7578558753027909,0.5790346324496225,0.6573596858527395,0.34502611792813453,0.7088397673089066,0.635240090599755,0.668425474091474
13,0.7578764205192147,0.5835270035774863,0.6579147692879294,0.3509088215262056,0.7118214783036474,0.6371047828125741,0.6706819339418743
14,0.7956144920304671,0.5096311110248066,0.6308320355932405,0.32254623987181713,0.7217849325716871,0.5931414319462447,0.6526061060932332
15,0.7849911679227021,0.5349517617171841,0.6436823758626267,0.3329953310798248,0.718242763323732,0.6113966180201854,0.6599539016086968
16,0.7798352348596171,0.5247907436715294,0.6348729744400878,0.3183955489106156,0.7109302060674323,0.6011182168122431,0.6522950048867838
17,0.7567766515886216,0.5758275733480688,0.6551057134025572,0.3406230966201315,0.7061489168964686,0.6322164937812064,0.6662822445261453
18,0.7850071086889405,0.5400143453237004,0.6460113880119244,0.337928159550653,0.7197675052131336,0.6143483080292245,0.6624931650972117
19,0.7805106061383479,0.5251298296911181,0.6354664062203793,0.3186247814395034,0.7093659203700412,0.6012169279688908,0.6528022887043211
20,0.7852838478084341,0.5276046098484314,0.6378226050657723,0.3272930279176686,0.7167641774970683,0.6041553515694629,0.6564266895250354
21,0.7615547321858075,0.5827209965514387,0.6604201416865378,0.35328025085356535,0.7144721691833203,0.6390840265039498,0.6721183867287103
22,0.7684373844021604,0.54638334214813,0.6416136033706152,0.3268049333907185,0.708687863213601,0.61310759173809,0.6573914478515543
23,0.774558802600059,0.5359547430958216,0.6367036508395388,0.32454499583120944,0.7118377143467806,0.6054521303781502,0.6552383574585106
24,0.7663348963928981,0.5689540201294361,0.655551665608539,0.34457712495884213,0.7126632570007528,0.6306049262280183,0.6676253710937428
25,0.7873353331108532,0.5209007456769206,0.6352471057763674,0.322560330044163,0.7148910706690693,0.5998398674120169,0.6541006676681159
26,0.7621643107683802,0.5751834456363398,0.6563541523996221,0.34667122916948545,0.7123715590116975,0.6336385344336903,0.6686544503564824
27,0.7533207629474424,0.5851053482438314,0.6587055355411084,0.3461512744308126,0.7074077200519261,0.6381056696949257,0.6691929053557208
28,0.7847150865141822,0.5337038719792242,0.6425151875532237,0.3316231153698657,0.7173434356551945,0.6098417858245714,0.6591918934834713
29,0.7816864480842408,0.5424279299911601,0.6464084223653624,0.33660466601666655,0.7180672706458199,0.6157318226152941,0.6620393558771126
avg,0.7708380982598778,0.5541334520085954,0.6476167847090453,0.3363749753285322,0.7128621926811474,0.6200041984883969,0.6624670558153556
