,avg_R0,avg_R1,avg_Gmean,avg_mcc,avg_precision,avg_f1_score,avg_acc
0,0.7997928310689344,0.6712260576150645,0.7258973988032702,0.4800696748827271,0.7752579256468329,0.7119794967907476,0.7355060752122046
1,0.7849785566359611,0.7035228902102649,0.7363969772196961,0.4955859195652342,0.7702656584904274,0.728068711405393,0.744247104995485
2,0.7928102779550413,0.6963351754223104,0.7366321018599991,0.4964685244924434,0.7743786114077813,0.726083620657461,0.7445692400549581
3,0.8040400503041416,0.6810264735632366,0.7339788245043198,0.49336489203095735,0.780541904198993,0.720697375875101,0.7425299642770236
4,0.8008532331334393,0.6828455313693906,0.7328989269134022,0.49212031383938104,0.7770394699882864,0.7192827532418364,0.7418460309662968
5,0.7811058700110298,0.7044986822805979,0.7350467880133162,0.49258082301699596,0.7665744688699403,0.7266604472565616,0.7427985925477729
6,0.7950297793706083,0.6932200182692505,0.7363423095196007,0.4953228532569102,0.7746711997666603,0.7248388310094362,0.7441214495364643
7,0.7881494478233773,0.7010862526339126,0.7364652606349676,0.4963377905760963,0.7715639122456711,0.7269786317844911,0.7446142851614638
8,0.8007139648715542,0.6799232435528697,0.7314185695788937,0.48888016041393856,0.7767188065495485,0.7178314308360229,0.7403152505834569
9,0.8007743540864378,0.6815382933583379,0.7310448411340705,0.49173208352499104,0.7772651417714962,0.7175042051491207,0.7411529711098759
10,0.8072686573514896,0.6649929578338456,0.7276428156096906,0.48077897973279643,0.7787894694023955,0.7118357265951017,0.7361275642677039
11,0.7993741637053259,0.6717986078034768,0.7271227887537364,0.47956404720549123,0.7737412461218155,0.7127572359512618,0.735583009579181
12,0.7991110743065349,0.6842107963992792,0.7324744063292672,0.49199249983615,0.7762879801212577,0.7194278989951125,0.741657554750361
13,0.7941710793256009,0.6886057762975476,0.7331300977904404,0.490285118535006,0.7735296875615926,0.7215418302420243,0.741384964077718
14,0.8009704135752226,0.6758960539729079,0.7291029803735783,0.4858033925912176,0.7761410510966332,0.7148481721384161,0.738429884460885
15,0.7988314417330009,0.6895468195837039,0.734445745683118,0.49754315753953,0.7778836352605164,0.7223954393296816,0.7441857453500886
16,0.804395121244352,0.6737092731717802,0.7298272366636775,0.4867457833484765,0.778719963592987,0.715446123738347,0.7390489055266116
17,0.8085620058840929,0.6739416865566309,0.732534640825308,0.4908707679189629,0.7814232942140772,0.7174567180211661,0.7412486246601486
18,0.8064973030278642,0.6829462831215962,0.7362030263573817,0.49794669206745346,0.7817196719705052,0.7221645556167842,0.744718536769248
19,0.796318704572735,0.6849968927650161,0.7315981671570444,0.48952342570593077,0.7751441067774147,0.7195547128200636,0.7406543710757243
20,0.7799717204235944,0.6981395949545135,0.7306132787490518,0.4858257091088866,0.7639532647109215,0.7214210974804258,0.7390519550052971
21,0.7991000479713141,0.6746405271758948,0.7267121108789895,0.4835401693000835,0.7745931774644713,0.7126256187668155,0.7368669067855048
22,0.8029945351109629,0.6829684342522152,0.7335579242607857,0.49477744012547153,0.7796997354412198,0.7202835330322175,0.7429781694307663
23,0.7973438833360602,0.6889482369434642,0.7347105159866034,0.4944277017801914,0.7764376746937045,0.7226313842797402,0.743142649798542
24,0.7995714521059087,0.6808888680389907,0.7304692449024253,0.48985449250050767,0.7758227504489655,0.7165786416014317,0.7402267872172417
25,0.8003181706840115,0.6776914573355579,0.72925493898985,0.48709071437106444,0.7761277033858883,0.7153140951960664,0.7390014537205192
26,0.7971419552785266,0.6775743431895787,0.7279178816825357,0.48343597391010446,0.7737811423014369,0.7148472655729962,0.7373547354947432
27,0.8013490089361809,0.6835262997433944,0.7339531221218825,0.49303437780869225,0.778057042482748,0.7208678004229849,0.7424343113976926
28,0.8020333252904316,0.6702097449943919,0.7266272263344262,0.4811813431003001,0.7759700068122445,0.711980172030837,0.736118203716141
29,0.7929612835888694,0.6888417047792208,0.7318536339775887,0.4902535514832713,0.7729630429124155,0.7203273566184435,0.7408980100914829
avg,0.7978844570904202,0.6836432325729417,0.7318624593869639,0.48989794578564205,0.7755020915236284,0.7191410294152031,0.7407604435873536
