,Percentage,Zero_Norm,L_1_Norm,L_2_Norm,Spearman_correlation,Pearson_correlation
fix,0.0,0,0.0,0.0,0.9999999999999998,1.0
ns,0.0,0,0.0,0.0,1.0,1.0
nd,0.0,0,0.0,0.0,0.9999999999999999,1.0
nf,0.0,0,0.0,0.0,1.0,1.0
entrophy,0.0,0,0.0,0.0,1.0,0.9999999999999999
la,0.0,0,0.0,0.0,1.0,1.0
ld,0.0,0,0.0,0.0,1.0,1.0
lt,0.42489163054351453,5097,198.60406050159912,1639835.8787968087,0.49650918858197535,0.8159532373085211
ndev,0.3821273757919306,4584,16.15696898966322,978.45756918973,0.49616540544517235,0.633237789766852
age,0.3119373124374792,3742,6.165657097362027,1072.2195716004464,0.4533231986889455,0.8705285151819245
nuc,0.4462320773591197,5353,51.99516505501834,44774.33627875958,0.4497533606139903,0.7678184155336133
exp,0.0,0,0.0,0.0,1.0,1.0
rexp,0.3027675891963988,3632,4.6779002162942716,7426.598454600334,0.7788936500826865,0.942567946463336
sexp,0.0,0,0.0,0.0,0.9999999999999999,1.0
