,avg_R0,avg_R1,avg_Gmean,avg_mcc,avg_precision,avg_f1_score,avg_acc
0,0.9948990397209894,0.026127037707026835,0.10430350928545604,0.065117537241968,0.9344380658865361,0.04114904380257879,0.5105130224494356
1,0.9951582277699956,0.02146552040676624,0.0704244947759029,0.04120387360149042,0.9304896369705868,0.03282703710033008,0.5083118586502375
2,0.9958996757333589,0.02430030568352765,0.10816489170612759,0.07111388854432173,0.9631280631512457,0.03832604394826979,0.5100999776344303
3,0.994407916589031,0.03402925831419437,0.147248099062987,0.09356876150200413,0.9418876547406191,0.05681786027242372,0.5142185696210786
4,0.9946757721930959,0.03068174299528649,0.13702037835977568,0.08704894037216118,0.9429379955172208,0.05058157567977886,0.5126787406177232
5,0.9956731215524692,0.022141647300912302,0.09027992350798848,0.05699980679059743,0.9568683471995765,0.03501379994724403,0.5089073706303026
6,0.9948612058276366,0.02753217152660828,0.10497189030039267,0.06694483459775076,0.96118684139004,0.0439805359755124,0.5111966722919156
7,0.995194784367751,0.021663934203913403,0.0744889962972077,0.045025313810321335,0.9462127333687463,0.0332397236367971,0.5084293439642508
8,0.994364853257629,0.03212030211154916,0.12741440923328384,0.08029505689814331,0.9461408033715513,0.052984904208512006,0.5132425597167461
9,0.9943551982087785,0.027960792137292367,0.10709178371619038,0.06520913598275178,0.9239434323968413,0.04427250124136219,0.5111579771744074
10,0.9949916178590713,0.030115985498490348,0.12053858420573903,0.07637585515201889,0.9436024949456432,0.05000519509749754,0.5125537857093967
11,0.9944746554446476,0.02624798518687226,0.09883706612699986,0.060539580875959426,0.9395150927303489,0.04116886547517832,0.5103613026980249
12,0.9949772726299593,0.029398752594852764,0.12228774489137001,0.07864601007233812,0.9535032471732166,0.04774897896663712,0.5121879965972816
13,0.9951076362196551,0.025637934326597184,0.10685595163055485,0.06650810301281376,0.9437226301202839,0.041142077171743494,0.5103727696736701
14,0.9950997908780239,0.030374894848954538,0.13550007512678597,0.08762864218785157,0.954808659299256,0.05042416105566406,0.512737327239018
15,0.9953267692768496,0.023166224815646654,0.10019337442324162,0.061857450671206606,0.9296051806238691,0.03606011450734165,0.5092464821455048
16,0.9954768577763374,0.028475162057228356,0.12003965098438904,0.07817733096786586,0.9492837898425031,0.04564111721185114,0.5119759954946017
17,0.9957258035777584,0.020023749122059717,0.08747070264243186,0.0539849212055354,0.9465272954538326,0.03168649062398683,0.5078747627214992
18,0.9954742883581604,0.022604449612884398,0.07935806193793209,0.04918394053521145,0.9374085110770671,0.03502769161401481,0.5090393545551484
19,0.9955902736450017,0.018430798476520155,0.074650864739838,0.04333537634450516,0.9149736044974939,0.028486158865907985,0.5070105220002096
20,0.9944135024626904,0.030538465411843765,0.11777396402255376,0.0745578335697346,0.9585497385147094,0.04981774837591442,0.5124759661245438
21,0.9956928544221666,0.021649227602415423,0.09773959292648456,0.06204659325560121,0.9599942657760493,0.03487705785608924,0.5086710272788216
22,0.995019981894032,0.026086436835946213,0.11313661636623909,0.07150419407328067,0.9497775680859499,0.042037928525207026,0.5105531934860447
23,0.9938732867920466,0.02778000060370011,0.09853102697520914,0.05892190181041565,0.9333229647749706,0.043369328614454083,0.5108266241626555
24,0.9955118072932049,0.021045551265698154,0.0749206660701489,0.04640237339619557,0.9480573336671517,0.03198775328124426,0.5082786649687077
25,0.9940781473611361,0.028999244688661812,0.1091085801753442,0.06730196934811379,0.9372886431308215,0.04583751883927931,0.5115386771428853
26,0.9946819028618401,0.02650742087519523,0.09937085117252285,0.0613347992743147,0.937402612798601,0.0419430153649347,0.5105946449115976
27,0.994452324475432,0.021959534415566716,0.0807990803495475,0.04528253150969581,0.8870835327770742,0.0343472404033559,0.508205911756561
28,0.9944349150134014,0.03178860334394332,0.13154947334449343,0.08254598864916558,0.9382067632212205,0.05233432683152944,0.5131117414342237
29,0.9953227612686579,0.022438230560345173,0.08356928257590586,0.0522405818964465,0.9428747708497456,0.03404094139244987,0.5088804810009785
avg,0.9949738748243602,0.026043045484349985,0.10412131956443481,0.06503010423832602,0.9417580757784255,0.041572557862903,0.5105084441283967
