author_date_unix_timestamp,fix,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,contains_bug,days_to_first_fix
1079481437,0,9.0,58.0,267.0,6.859178177030064,17812.0,0.0,0.0,1.0,0.0,0.0,133.0,0.0,37.0,0,0.0
1079973773,0,2.0,4.0,6.0,2.1985263373664434,393.0,7.0,90.66666666666669,2.0,1.8994444444444445,2.0,2.5,0.9649507653309936,1.0,0,0.0
1079986987,0,1.0,1.0,2.0,0.7219280948873623,3.0,2.0,16.5,1.0,5.851273148148147,2.0,6.5,1.1281772327168431,1.0,0,0.0
1079987356,0,1.0,1.0,1.0,0.0,27.0,0.0,1509.0,1.0,5.855543981481483,1.0,8.0,1.1707783261747429,0.0,0,0.0
1080002143,0,1.0,1.0,2.0,1.0,8.0,0.0,91.5,2.0,0.3283564814814815,2.0,267.5,3.2841029256256604,106.0,0,0.0
1080007427,0,1.0,1.0,2.0,0.9709505944546686,1.0,4.0,27.5,1.0,6.087847222222222,2.0,269.5,1.1231962584840016,11.0,0,0.0
1080007679,0,2.0,2.0,2.0,0.4172806906708317,83.0,0.0,239.5,2.0,0.19621527777777772,2.0,271.5,3.5482215537073083,12.0,0,0.0
1080007835,0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,2.0,0.0018055555555555555,1.0,273.0,554.8461538461539,13.0,0,0.0
1080015797,0,1.0,1.0,1.0,0.0,12.0,0.0,83.0,2.0,0.4863888888888889,2.0,274.0,3.0559680182752715,13.0,0,0.0
1080016135,0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,6.188634259259259,1.0,275.0,1.1615865404396502,14.0,0,0.0
1080017088,0,5.0,27.0,114.0,6.525412520613004,1745.0,690.0,83.37719298245614,2.0,5.9895645508447215,115.0,332.5,1.0075441460515606,52.0,1,21.95372685185185
1080062734,0,1.0,1.0,1.0,0.0,3.0,6.0,176.0,2.0,0.5283101851851851,2.0,9.0,2.8928274109451,2.0,0,0.0
1080062824,0,1.0,1.0,1.0,0.0,9.0,2.0,90.0,2.0,0.5293518518518519,2.0,10.0,2.8891026762287915,3.0,0,0.0
1080062890,0,1.0,1.0,1.0,0.0,9.0,0.0,124.0,2.0,0.5301157407407407,3.0,11.0,2.8863805074014235,4.0,0,0.0
1080063227,0,1.0,1.0,1.0,0.0,0.0,13.0,133.0,2.0,0.003900462962962962,4.0,12.0,257.379821958457,5.0,0,0.0
1080063521,0,1.0,1.0,1.0,0.0,15.0,28.0,142.0,1.0,6.7370833333333335,1.0,13.0,1.1484321850454573,4.0,0,0.0
1080063866,0,1.0,1.0,1.0,0.0,1.0,0.0,555.0,2.0,0.6503125,3.0,14.0,2.537722248918789,2.0,0,0.0
1080065800,0,1.0,1.0,2.0,0.6152538910563409,7.0,39.0,325.5,2.0,0.3005613425925926,7.0,15.5,24.168902089814125,4.0,0,0.0
1080153199,0,1.0,1.0,1.0,0.0,16.0,8.0,62.0,2.0,1.5753587962962965,2.0,17.0,1.6347760283885946,6.0,0,0.0
1080153306,0,1.0,1.0,2.0,0.17628982957066436,128.0,61.0,129.0,1.0,7.776261574074074,2.0,18.5,1.0964473729253768,1.0,1,88.47868055555556
1080156947,0,1.0,1.0,1.0,0.0,147.0,50.0,293.0,1.0,0.0421412037037037,2.0,20.0,24.729744575666032,2.0,1,6.931597222222222
1080157041,0,1.0,1.0,1.0,0.0,384.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,3.0,0,0.0
1080299016,0,1.0,2.0,2.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,390.5,0.0,197.0,0,0.0
1080299110,0,1.0,2.0,2.0,0.9366673818775626,33.0,1.0,80.5,2.0,3.2641435185185186,4.0,392.5,1.2297693087773294,199.0,1,683.5968518518519
1080299155,0,1.0,1.0,1.0,0.0,4.0,1.0,43.0,2.0,3.264664351851852,2.0,394.0,1.3063102028950568,200.0,0,0.0
1080299528,0,1.0,1.0,1.0,0.0,73.0,23.0,84.0,2.0,3.268981481481481,2.0,395.0,1.305905679082283,201.0,1,683.5920138888889
1080299574,0,1.0,2.0,2.0,0.9957274520849256,195.0,0.0,0.0,1.0,0.0,0.0,396.5,0.0,203.0,0,0.0
1080299924,0,1.0,1.0,1.0,0.0,0.0,29.0,29.0,1.0,9.473229166666666,1.0,398.0,1.1055606258865442,204.0,0,0.0
1080301783,0,1.0,1.0,1.0,0.0,4.0,0.0,105.0,1.0,0.02556712962962963,1.0,399.0,40.11272068809416,205.0,0,0.0
1080301907,0,1.0,1.0,1.0,0.0,1.0,1.0,63.0,2.0,3.2965162037037037,2.0,400.0,1.3033505489451196,206.0,0,0.0
1080302550,0,1.0,1.0,1.0,0.0,26.0,0.0,109.0,1.0,0.008877314814814815,2.0,401.0,113.64667535853977,207.0,0,0.0
1080303454,0,1.0,1.0,1.0,0.0,1.0,1.0,63.0,2.0,3.3144212962962962,2.0,402.0,1.3017117953947046,16.0,0,0.0
1080303654,0,1.0,1.0,1.0,0.0,1.0,4.0,135.0,1.0,0.01277777777777778,3.0,403.0,79.26086956521739,208.0,0,0.0
1080303736,0,1.0,1.0,1.0,0.0,132.0,0.0,0.0,1.0,0.0,0.0,404.0,0.0,17.0,0,0.0
1080307068,0,1.0,1.0,3.0,1.0089595528613748,236.0,5.0,110.33333333333331,2.0,4.304054783950618,3.0,406.0,0.7917993109649365,211.0,0,0.0
1080348192,0,1.0,1.0,4.0,1.4435783128664792,0.0,651.0,162.75,2.0,2.1540972222222217,9.0,409.5,1.6429951190283725,215.0,0,0.0
1080348267,0,2.0,3.0,3.0,1.5726236638951638,7.0,15.0,102.66666666666669,2.0,3.8330902777777776,6.0,413.0,1.1594303986665822,53.0,0,0.0
1080348410,0,1.0,1.0,5.0,2.25520039463224,738.0,0.0,0.0,1.0,0.0,0.0,417.0,0.0,222.0,1,4284.612858796297
1080472988,0,1.0,1.0,1.0,0.0,1.0,1.0,87.0,1.0,11.476284722222225,1.0,420.0,1.087136213870996,10.0,0,0.0
1080473037,1,1.0,1.0,1.0,0.0,19.0,3.0,119.0,1.0,11.476851851851851,1.0,421.0,1.0871319080274304,54.0,0,0.0
1080473140,0,1.0,2.0,2.0,0.997772472089982,33.0,3.0,105.0,1.0,8.109502314814815,3.0,422.5,1.0743894615644498,56.0,0,0.0
1080473280,0,1.0,1.0,2.0,0.5873116089977591,58.0,27.0,309.5,2.0,4.7162037037037035,9.0,424.5,1.1590262098753312,19.0,0,0.0
1080473350,0,1.0,1.0,5.0,2.1017842802390714,0.0,522.0,104.4,2.0,6.994057870370369,9.0,428.0,1.1987596168752808,227.0,0,0.0
1080473482,0,1.0,1.0,1.0,0.0,15.0,1.0,90.0,1.0,2.012824074074074,1.0,431.0,1.4968144076178211,228.0,0,0.0
