author_date_unix_timestamp,fix,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,contains_bug,days_to_first_fix
1143467626,0,2.0,79.0,976.0,8.937691918087909,264772.0,0.0,0.0,1.0,0.0,0.0,487.5,0.0,974.0,0,0.0
1143489078,0,1.0,1.0,1.0,0.0,2.0,1.0,190.0,1.0,0.24828703703703706,1.0,976.0,5.027596494499346,975.0,0,0.0
1143528058,0,1.0,2.0,18.0,3.8166198767221675,9872.0,0.0,0.0,1.0,0.0,0.0,8.5,0.0,17.0,0,0.0
1143528343,0,1.0,1.0,2.0,0.9509560484549724,27.0,0.0,0.0,1.0,0.0,0.0,18.5,0.0,1.0,0,0.0
1143528575,0,1.0,1.0,1.0,0.0,1025.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,18.0,0,0.0
1143562674,0,1.0,1.0,1.0,0.0,137.0,1.0,29.0,1.0,1.1000925925925926,1.0,977.0,1.9090143927278849,1.0,1,0.024618055555555556
1143564801,1,1.0,1.0,1.0,0.0,21.0,2.0,165.0,1.0,0.02461805555555556,2.0,21.0,41.62059238363893,2.0,0,0.0
1143564900,1,3.0,4.0,6.0,0.3133226427714674,1140.0,0.0,0.0,1.0,0.0,0.0,24.5,0.0,1.0,1,73.26018518518518
1143640684,0,2.0,2.0,6.0,1.868394258669597,657.0,24.0,30.66666666666667,1.0,0.1463792438271605,3.0,980.5,0.7128649807378903,6.0,1,0.029027777777777777
1143640801,0,1.0,1.0,2.0,0.7892712724536985,0.0,93.0,48.5,1.0,0.0013541666666666667,2.0,984.5,554.8461538461538,8.0,0,0.0
1143643192,1,3.0,3.0,3.0,0.5106591434724639,17.0,98.0,178.33333333333337,1.0,0.6966898148148148,6.0,987.0,12.804468439030359,1.0,0,0.0
1143680122,0,3.0,18.0,76.0,4.449497259211829,7724.0,259.0,430.0526315789474,1.0,1.4735042032163737,53.0,1026.5,1.0681548283251858,2.0,1,56.13336805555556
1143712857,0,1.0,1.0,1.0,0.0,4.0,1.0,1083.0,1.0,0.3788773148148148,1.0,1065.0,3.6393768138078513,1050.0,0,0.0
1143725279,1,1.0,1.0,1.0,0.0,9.0,10.0,10.0,1.0,2.279351851851852,1.0,1066.0,1.4387212089206645,12.0,0,0.0
