,avg_R0,avg_R1,avg_Gmean,avg_mcc,avg_precision,avg_f1_score,avg_acc
0,0.6596297793262184,0.787851984829909,0.7182880995080135,0.4544399997921339,0.7013913850456962,0.7397181544569321,0.7237376074814661
1,0.6506421110189785,0.7956641600577108,0.7172344635043431,0.45373789842418155,0.6975774231902627,0.741416836262501,0.723149981526059
2,0.6399320334684294,0.8069044057170452,0.7167045323704182,0.4553946203267793,0.6935259780773992,0.7443843005907081,0.723415239078517
3,0.6461048014353352,0.8009647978211076,0.7175021575770597,0.45476123992010814,0.6957773509580054,0.7431027042783441,0.7235317274335777
4,0.6461640900649437,0.8012837798272778,0.7171154691795261,0.4559109507843225,0.6964682499532687,0.7430858028719267,0.7237208676750928
5,0.6487219367845287,0.801019752340808,0.7188943435541948,0.4574016728058826,0.6974997021073437,0.7440342147092038,0.7248677732162718
6,0.6454723444385437,0.800053389865408,0.7165431746068232,0.45339973538974254,0.6953895080839665,0.742300484475435,0.7227597808893553
7,0.6506676272462004,0.8002834306440442,0.7196325193047551,0.4584992640885551,0.6983688524696976,0.7441144857378221,0.7254724462332809
8,0.6454327693453079,0.8050601673405177,0.7189889990119493,0.45857072895611534,0.6962279734478379,0.7451542517570883,0.7252434593620734
9,0.648629647255569,0.7975943973150041,0.7172145917853248,0.45375267969441646,0.6965757276939673,0.7419130405455492,0.7231088980670498
10,0.6394120984668642,0.7997256508063907,0.7127055451794594,0.4477132251681658,0.6919273289803574,0.7399499719858218,0.7195657833152124
11,0.6487886088954347,0.793359543099063,0.7147040143454233,0.4501340287258557,0.69617351746283,0.7392003110030645,0.7210708864122012
12,0.645074867533064,0.8007631251690368,0.7165997715704782,0.4538576037140973,0.6953270132211561,0.7425509593121866,0.722915921043502
13,0.6358225577538986,0.8043882648516103,0.7130623127946949,0.4490147024327151,0.6907000674471212,0.7415269713466015,0.7201023919508087
14,0.6527105889489324,0.7944764149320934,0.7176626171916601,0.45470760124280557,0.6986922934584426,0.7412911897436294,0.7235903295948661
15,0.642272715443331,0.7994317072234134,0.714111380765479,0.4501976930201634,0.6936262101634517,0.7407042900898926,0.7208491154748105
16,0.6433983000854533,0.7993552990896443,0.7150420494716978,0.4507650777717914,0.6939219824820161,0.7411342369137054,0.7213737025495944
17,0.6409461780640503,0.8037409414035267,0.7135353903110261,0.4545251860091201,0.6933923369604851,0.7405264576594982,0.7223405303901248
18,0.6369225460751241,0.8118474749213754,0.7171222601325485,0.45815978009704,0.6931204351376838,0.7461861985542603,0.7243821062824457
19,0.6433298149525258,0.7970975701739261,0.713991660599466,0.44821694475682594,0.6932592854664298,0.7398046501879317,0.7202105606762469
20,0.6316751594583404,0.8123032363785272,0.7141195973696116,0.4539966693346922,0.6903656379022124,0.7445682437290362,0.7219863007375057
21,0.6425497073438612,0.8020176025479403,0.7156327490478179,0.45296626451839656,0.6941139691992101,0.7423052546961966,0.7222805990017545
22,0.6369381099206234,0.8032785414029273,0.7130543534932534,0.4490430187627218,0.6913034589713862,0.7412553114500684,0.7201052891807671
23,0.63788808916832,0.8027363457568568,0.7133332502533526,0.44933494852238115,0.6916390847836724,0.7412101130811857,0.7203091726125554
24,0.6419003268444846,0.8057893992896221,0.7171549352794467,0.456290118346957,0.6945280974288253,0.7443243095250399,0.7238418653422254
25,0.6400492026977964,0.8059235991210603,0.7162068764856123,0.454643190214147,0.6935791553549142,0.7438803168475382,0.7229834052560329
26,0.6443989403403387,0.8044488851839666,0.7178153125081451,0.45735005841301885,0.6959415160678024,0.7444259609334825,0.7244208943459082
27,0.6338257181916478,0.8104472275918106,0.7143365481913787,0.45428186810142923,0.6912927147287582,0.7441016752784823,0.7221335470625004
28,0.631447651407455,0.8069676247493068,0.7112821531702619,0.44832174465546343,0.6891372007013001,0.741287543913495,0.7192046585399737
29,0.6384675819396662,0.8106960285824234,0.7175770799276783,0.458237211061221,0.6936514385051411,0.7460820932518167,0.7245788832721674
avg,0.6429738634638421,0.8021824916011119,0.7159056069496966,0.45358752416837483,0.6944831631816881,0.742518011172948,0.722575124133465
