,avg_R0,avg_R1,avg_Gmean,avg_mcc,avg_precision,avg_f1_score,avg_acc
brackets,-0.0512,0.0501,0.0095,-0.0077,-0.0249,0.0208,-0.0006
BroadleafCommerce,-0.0244,0.0459,0.0201,0.0171,-0.0017,0.0325,0.0107
camel,-0.0417,0.0649,0.018,0.0166,-0.0167,0.0325,0.0116
corefx-v-6.2,0.0014,0.007,0.0088,0.0118,0.0158,0.0114,0.0042
django,-0.0069,-0.0012,-0.0046,-0.0088,-0.007,-0.0044,-0.0041
elasticsearch,-0.0923,0.1023,0.0067,0.0079,-0.0405,0.0344,0.005
fabric8,-0.0356,0.0567,0.0191,0.015,-0.0124,0.0329,0.0105
godot,-0.2456,0.2867,0.0521,0.0187,-0.0953,0.1368,0.0206
vscode,-0.01,0.027,0.029,0.0083,-0.0242,0.0349,0.0085
pytorch,-0.0468,0.0723,0.017,0.0235,-0.0074,0.036,0.0127
spring-boot,-0.1134,0.2354,0.0926,0.0875,-0.0588,0.1353,0.061
node,-0.0277,0.055,0.0168,0.0254,-0.0032,0.0292,0.0137
nova,-0.1859,0.2164,0.0236,0.0284,-0.0554,0.095,0.0153
tomcat,-0.0051,0.0044,0.0002,-0.001,-0.0021,0.0018,-0.0004
pandas,-0.0175,0.0041,-0.0116,-0.0154,-0.0181,-0.0104,-0.0067
security,-0.002,0.0045,0.0014,0.0025,0.0002,0.0023,0.0013
rails,-0.0914,0.1635,0.0876,0.0414,-0.0435,0.1264,0.0361
rust,-0.0019,0.0064,0.0138,0.0039,-0.0195,0.0117,0.0022
wp-calypso,-0.0563,0.0891,0.0292,0.0236,-0.0187,0.049,0.0163
npm,0.0167,-0.007,0.0028,0.0095,0.0052,-0.0017,0.0048
Mybatis3,-0.0057,-0.0137,-0.0128,-0.0221,-0.0188,-0.0136,-0.0097
tensorflow,-0.0574,0.0538,-0.0002,-0.0052,-0.0266,0.016,-0.0018
