,R0_new,R0_old,R0_diff,R0_p_value,R0_h0,R0_a12,R1_new,R1_old,R1_diff,R1_p_value,R1_h0,R1_a12,Gmean_new,Gmean_old,Gmean_diff,Gmean_p_value,Gmean_h0,Gmean_a12,mcc_new,mcc_old,mcc_diff,mcc_p_value,mcc_h0,mcc_a12,precision_new,precision_old,precision_diff,precision_p_value,precision_h0,precision_a12,f1_score_new,f1_score_old,f1_score_diff,f1_score_p_value,f1_score_h0,f1_score_a12,acc_new,acc_old,acc_diff,acc_p_value,acc_h0,acc_a12
0,0.6660226115536593,0.7157841140049536,-0.0498,1.7343976283205784e-06,yes,0.0,0.623542864179468,0.5853742119877668,0.0382,1.92092110490314e-06,yes,0.9722222222222222,0.6402476052383819,0.6431131854420911,-0.0029,0.06564114341025874,no,,0.2929837594284753,0.30774839549196403,-0.0148,1.360110796799097e-05,yes,0.10888888888888887,0.6567558878187966,0.6797983192549729,-0.023,1.7343976283205784e-06,yes,0.0,0.6357802663647772,0.624748080717696,0.011000000000000001,3.405256723280537e-05,yes,0.8622222222222222,0.6447514460659036,0.6506487085587224,-0.0059,0.00016046383716795338,yes,0.17
1,0.6557878143705784,0.6687999896643203,-0.013000000000000001,0.0011973381999984534,yes,0.23222222222222225,0.6428954728937165,0.6351995422953648,0.0077,0.0165655269794304,yes,0.69,0.6431567085795209,0.6467059426453017,-0.0035,0.021826721596022718,yes,0.3188888888888889,0.30185224998054777,0.3070120115302275,-0.0052,0.02702915661831454,yes,0.34,0.6542623729608464,0.6602839189197769,-0.006,0.0011973381999984534,yes,0.20555555555555555,0.6462521188474244,0.6452715446377402,0.001,0.3933343721992797,no,,0.6492957122589629,0.6519486153990958,-0.0027,0.024307541573261,yes,0.3366666666666667
2,0.771085641404758,0.7763517684440827,-0.0053,0.00030649986921763576,yes,0.29,0.6608262354662142,0.6540453346168037,0.0068,0.0027652741969916386,yes,0.6966666666666667,0.7077150685792698,0.706475334800682,0.0012,0.3086148505260177,no,,0.4415223480704553,0.4404576887206119,0.0011,0.5440062075841892,no,,0.7514559696326313,0.7535789577400288,-0.0021,0.005319684023981225,yes,0.35,0.6958277507436856,0.6928930820504873,0.0029,0.021826721596022718,yes,0.64,0.7159609941025006,0.7152035468359041,0.0008,0.4528065046691958,no,
3,0.8442832618023892,0.8772704384842729,-0.033,1.92092110490314e-06,yes,0.027777777777777776,0.3792846386072328,0.3616050807895123,0.0177,0.0004195509860612776,yes,0.7711111111111111,0.5287729882314156,0.5285783016768509,0.0002,0.8936443871266052,no,,0.2488333773089537,0.27314008947683555,-0.0243,4.285685869189864e-06,yes,0.0811111111111111,0.7167481123379309,0.7535123073312125,-0.0368,1.7343976283205784e-06,yes,0.014444444444444444,0.5173565505700073,0.5112313259350972,0.0061,0.11560818762398352,no,,0.6116840928195839,0.6193143444353683,-0.0076,0.0001149921754357011,yes,0.19777777777777775
4,0.7728791063175665,0.7716293718446542,0.0012,0.6435165948165775,no,,0.6550899579536262,0.6580814730390632,-0.003,0.2622987191194901,no,,0.7068682906360912,0.7078246056750431,-0.001,0.025637124030657626,yes,0.3811111111111111,0.4360502727013617,0.4377359703227217,-0.0017,0.03000989131308078,yes,0.37222222222222223,0.7493364363755908,0.7496073712108451,-0.0003,0.8936443871266052,no,,0.6935176597231045,0.6952582710443365,-0.0017,0.09367559653193053,no,,0.7139979264565265,0.7148687941774121,-0.0009,0.018518974697467716,yes,0.3633333333333333
5,0.670347600101687,0.7164934515343347,-0.0461,1.7343976283205784e-06,yes,0.0,0.7622324952929496,0.7220835386059125,0.0401,1.7343976283205784e-06,yes,1.0,0.7099551952017976,0.7151625071833464,-0.0052,0.00012505680433316804,yes,0.13111111111111112,0.4393737451904396,0.4428753561971942,-0.0035,0.028485956184747342,yes,0.3366666666666667,0.7026739943117261,0.7218809234391962,-0.0192,1.7343976283205784e-06,yes,0.0,0.7257043482299251,0.7170806612759715,0.0086,9.315658591105142e-06,yes,0.87,0.7162863776527917,0.71928417758587,-0.003,0.001964581371326548,yes,0.22
6,0.6874750772913832,0.6890226077441763,-0.0015,0.4165338073918787,no,,0.6688197820507645,0.6690660597083717,-0.0002,0.7035636998700077,no,,0.6685534637863219,0.6696254305542079,-0.0011,0.22102157481330345,no,,0.3643913554156781,0.3664169932910293,-0.002,0.2802144081140372,no,,0.6911591494004522,0.6929373900972073,-0.0018,0.0858958258699641,no,,0.6701879796206515,0.6712040663326084,-0.001,0.3184906025782175,no,,0.6781196570839676,0.6790461286177983,-0.0009,0.2894770717054542,no,
7,0.6612643229589944,0.7454865797774858,-0.0842,1.7343976283205784e-06,yes,0.0,0.6652458803648224,0.5729924059310749,0.0923,1.7343976283205784e-06,yes,1.0,0.6573971631055754,0.6480620667245948,0.0093,1.92092110490314e-06,yes,0.9755555555555556,0.3314234809990911,0.3276338511855426,0.0038,0.010444400581851143,yes,0.7044444444444444,0.6665062982645933,0.6983352268009501,-0.0318,1.7343976283205784e-06,yes,0.0,0.6600695706308067,0.6233736033268455,0.0367,1.7343976283205784e-06,yes,1.0,0.6632715096875902,0.6592333577855936,0.004,2.1630223983536906e-05,yes,0.8966666666666666
8,0.9262171062040572,0.9391413558175941,-0.0129,1.7343976283205784e-06,yes,0.013333333333333334,0.3169078462594482,0.3386822937206716,-0.0218,5.751653269401829e-06,yes,0.12333333333333335,0.5325517630091015,0.5527314589190873,-0.0202,2.3534209951215342e-06,yes,0.08777777777777777,0.3039115447165188,0.34261303673456805,-0.0387,1.7343976283205784e-06,yes,0.0,0.8109017846326346,0.8425042196102355,-0.0316,1.7343976283205784e-06,yes,0.0,0.4595011018403141,0.4877357414705062,-0.0282,2.1266360107314253e-06,yes,0.07555555555555556,0.6215342420461734,0.6388867431966114,-0.0174,1.7343976283205784e-06,yes,0.006666666666666667
9,0.6641646703482447,0.6317841252638998,0.0324,1.7343976283205784e-06,yes,1.0,0.6908592497998597,0.7223978505468218,-0.0315,1.7343976283205784e-06,yes,0.0011111111111111113,0.6748990399656803,0.6729868719020765,0.0019,0.0003317258310763792,yes,0.8266666666666667,0.3574993491764637,0.35821160220617704,-0.0007,0.4652825818790846,no,,0.674170320680965,0.6639316194501872,0.0102,1.92092110490314e-06,yes,0.9955555555555556,0.6802114437420154,0.6898180605116497,-0.0096,1.7343976283205784e-06,yes,0.006666666666666667,0.6774951735673991,0.6770892454905627,0.0004,0.3184906025782175,no,
10,0.7271983136719802,0.7438061659589795,-0.0166,1.2380795614564473e-05,yes,0.08444444444444445,0.8102617405868134,0.7913148318215965,0.0189,0.0001149921754357011,yes,0.8166666666666667,0.7650475960251649,0.7646897183818969,0.0004,0.6732798065233047,no,,0.5426309693368695,0.5390559018652874,0.0036,0.1305916349444668,no,,0.7518572870412144,0.7600560783941201,-0.0082,6.339135573122464e-06,yes,0.057777777777777775,0.7776397502278701,0.7729435677826612,0.0047,0.010444400581851143,yes,0.7044444444444444,0.7687228498952725,0.7675535720730582,0.0012,0.2369361866168309,no,
11,0.6604246290613737,0.7146600222583361,-0.0542,1.7343976283205784e-06,yes,0.0,0.7117730873799399,0.662381864455204,0.0494,1.7343976283205784e-06,yes,1.0,0.6792290615252823,0.6850677126743643,-0.0058,2.603328389538926e-06,yes,0.03888888888888889,0.3783320881308959,0.3803346571078505,-0.002,0.07864666027410347,no,,0.6821497558801276,0.7016804208027752,-0.0195,1.7343976283205784e-06,yes,0.0,0.6908106338520833,0.6785336612913273,0.0123,1.7343976283205784e-06,yes,0.9977777777777778,0.6860946024413016,0.6885124960972969,-0.0024,0.00013594767036744938,yes,0.2111111111111111
12,0.6163365166619192,0.6335963856475566,-0.0173,6.319756764397932e-05,yes,0.1511111111111111,0.7266807864028146,0.7171174614314713,0.0096,0.0007712173652095512,yes,0.7688888888888888,0.6617150518281419,0.6685507138720707,-0.0068,1.798848069179905e-05,yes,0.10888888888888887,0.3523827855837152,0.3572230937063241,-0.0048,0.005319684023981225,yes,0.2888888888888889,0.6610107161198737,0.6681785825066969,-0.0072,1.9729484515803686e-05,yes,0.11444444444444445,0.6862968000776976,0.6870361621825205,-0.0007,0.4405215911492053,no,,0.6715219954081315,0.6753498786709434,-0.0038,0.0003881114287747714,yes,0.20666666666666667
13,0.6843965702243382,0.6542336561656985,0.0302,1.7343976283205784e-06,yes,0.9844444444444445,0.6561685250281896,0.6782365981826428,-0.0221,2.878599219394298e-06,yes,0.07666666666666666,0.6636164697848026,0.6589410053416639,0.0047,8.466081690383873e-06,yes,0.89,0.3455722995416738,0.337999247340232,0.0076,1.2380795614564473e-05,yes,0.8544444444444445,0.6812492540368685,0.6683111930158149,0.0129,1.92092110490314e-06,yes,0.99,0.6618120248758166,0.6661237711827218,-0.0043,0.0008944300647461547,yes,0.2344444444444445,0.6702755838097824,0.666228610315058,0.004,8.466081690383873e-06,yes,0.8655555555555555
14,0.6901801394926712,0.7205531091744243,-0.0304,2.5967125848447383e-05,yes,0.13111111111111112,0.6832124832990208,0.6475001230099174,0.0357,5.792446189757011e-05,yes,0.83,0.6782940702070364,0.673661244547741,0.0046,0.018518974697467716,yes,0.7077777777777777,0.3810515118318317,0.3767051764463872,0.0043,0.049498046027749744,yes,0.6688888888888889,0.6922766870756317,0.7028123938380388,-0.0105,5.792446189757011e-05,yes,0.13777777777777778,0.6798676813189845,0.6643734029380091,0.0155,0.0002830789435165413,yes,0.8044444444444444,0.6866908456584154,0.6840216757256687,0.0027,0.03500895681985013,yes,0.6822222222222222
15,0.7308526820490592,0.7419464048783235,-0.0111,0.025637124030657626,yes,0.3422222222222222,0.7119687592552043,0.7050557054984398,0.0069,0.2894770717054542,no,,0.7109553471451682,0.7133502772323289,-0.0024,0.2369361866168309,no,,0.4518757533280686,0.4557188503444224,-0.0038,0.6143145637885868,no,,0.7300625373604231,0.7368286740979509,-0.0068,0.003378854437718857,yes,0.3111111111111111,0.7105866333791796,0.7106018703576245,-0.0,0.7498711559507313,no,,0.7213999832704006,0.7234895659637964,-0.0021,0.4405215911492053,no,
16,0.7321812013235707,0.7598844743454667,-0.0277,2.878599219394298e-06,yes,0.057777777777777775,0.6049732262061925,0.5675752341751088,0.0374,1.7343976283205784e-06,yes,0.9411111111111112,0.6614014337834161,0.65174525377646,0.0097,7.690859302848516e-06,yes,0.8977777777777778,0.3431992534400655,0.3376501787341379,0.0055,0.007271049691046206,yes,0.7011111111111111,0.6974178846228353,0.7088435140708593,-0.0114,6.339135573122464e-06,yes,0.08,0.6435137930113579,0.6249511047586523,0.0186,2.603328389538926e-06,yes,0.9222222222222224,0.668573338039965,0.6637263904602733,0.0048,0.00030649986921763576,yes,0.8011111111111111
17,0.9671087765959274,0.9850706800597332,-0.018000000000000002,1.7343976283205784e-06,yes,0.0,0.10675909995620897,0.060920520210226876,0.0458,1.7343976283205784e-06,yes,1.0,0.2919583771438708,0.19512537584846765,0.0968,1.7343976283205784e-06,yes,1.0,0.1400172418054354,0.11209430033837878,0.0279,1.7343976283205784e-06,yes,0.9777777777777776,0.7842558862267818,0.9146240091951552,-0.1304,1.7343976283205784e-06,yes,0.0,0.17666140885717865,0.10322349547349398,0.0734,1.7343976283205784e-06,yes,1.0,0.5369190021050764,0.5229873292112428,0.0139,1.7343976283205784e-06,yes,1.0
18,0.6910593773509517,0.7096983080470456,-0.0186,1.0246327832617613e-05,yes,0.08666666666666667,0.6848065142761854,0.6739064054141003,0.0109,0.0005287248371505039,yes,0.8222222222222222,0.6785638919793586,0.6738970019466964,0.0047,1.798848069179905e-05,yes,0.8477777777777777,0.3789354704953976,0.3860680687362321,-0.0071,4.729202337447058e-06,yes,0.09555555555555556,0.6902459871154856,0.6979965073848892,-0.0078,1.360110796799097e-05,yes,0.12777777777777774,0.6850089779644585,0.6877444723758823,-0.0027,0.017518393579685057,yes,0.33,0.6879302082402632,0.6917972148252283,-0.0039,3.1816794109698553e-06,yes,0.07555555555555556
19,0.7409520774022218,0.7376750319958999,0.0033,0.2802144081140372,no,,0.4777266899832128,0.4772642011654645,0.0005,0.6288430020541073,no,,0.5119941348858303,0.5102493284022164,0.0017,0.7970983030067952,no,,0.221663304494068,0.21688796537373625,0.0048,0.1470395786434527,no,,0.6390225469810334,0.6337498031456649,0.0053,0.1915221065809437,no,,0.5850236537653634,0.5806216374032692,0.0044,0.198610209945546,no,,0.6092834660234271,0.6074319153780372,0.0019,0.24519030932096386,no,
20,0.8442455582636968,0.8477252468064614,-0.0035,0.05709649524315731,no,,0.430686968302695,0.4457848065685838,-0.0151,9.711048976071608e-05,yes,0.18444444444444444,0.5973493804653711,0.6090259290867027,-0.0117,7.690859302848516e-06,yes,0.09,0.3072621482379341,0.32629646024268616,-0.019,6.983783147477089e-06,yes,0.08222222222222222,0.7416464133257242,0.7538349450568209,-0.0122,2.1266360107314253e-06,yes,0.07777777777777778,0.5394017141940799,0.5544796771906291,-0.0151,7.690859302848516e-06,yes,0.09555555555555556,0.6375516622755573,0.6468475023853579,-0.0093,5.216493447033368e-06,yes,0.08333333333333333
21,0.6653093947320581,0.8010313815964192,-0.1357,1.7343976283205784e-06,yes,0.0,0.7282963962104023,0.5800002292102769,0.1483,1.7343976283205784e-06,yes,1.0,0.6937072867884353,0.6786780087265806,0.015,1.7343976283205784e-06,yes,1.0,0.396985720209364,0.39304218227278814,0.0039,0.005319684023981225,yes,0.7266666666666667,0.6873390818823272,0.7470222364813582,-0.0597,1.7343976283205784e-06,yes,0.0,0.7051469945799771,0.6492438368502725,0.0559,1.7343976283205784e-06,yes,1.0,0.6968005304841591,0.6905146173784719,0.0063,1.92092110490314e-06,yes,0.9677777777777776
22,,,,0.0016727447509765625,yes,0.609504132231405,,,,0.014094829559326172,yes,0.4256198347107438,,,,0.8237285614013672,no,,,,,0.4627776145935058,no,,,,,0.0006937980651855469,yes,0.6033057851239669,,,,0.09173250198364258,no,,,,,0.5660676956176758,no,
