author_date_unix_timestamp,fix,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,contains_bug,days_to_first_fix
1323292816,0,2.0,5.0,23.0,3.630786899671924,3754.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,21.0,0,0.0
1323292845,0,2.0,2.0,2.0,0.8112781244591328,4.0,0.0,0.0,1.0,0.0,0.0,23.5,0.0,22.0,0,0.0
1323294546,1,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0196875,1.0,25.0,51.79365079365079,2.0,0,0.0
1323295924,0,1.0,1.0,1.0,0.0,2.0,3.0,31.0,1.0,0.035972222222222225,1.0,26.0,28.7992277992278,3.0,0,0.0
1323301755,0,1.0,1.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0,0.0
1323369329,0,1.0,2.0,6.0,2.183563251997625,72.0,2.0,0.8333333333333334,1.0,0.2607021604938272,2.0,4.5,1.9589487080829904,7.0,0,0.0
1323375272,0,1.0,1.0,1.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8.0,0,0.0
1323380102,1,1.0,1.0,1.0,0.0,8.0,8.0,25.0,1.0,0.05590277777777778,1.0,9.0,18.888198757763973,9.0,0,0.0
1323392391,0,1.0,2.0,3.0,0.9455636226050016,213.0,19.0,0.0,1.0,0.0,0.0,28.0,0.0,25.0,0,0.0
1323396628,1,1.0,2.0,2.0,0.9819407868640976,9.0,10.0,0.0,1.0,0.0,0.0,30.5,0.0,27.0,0,0.0
1323397322,0,1.0,1.0,1.0,0.0,34.0,35.0,-1.0,1.0,0.008032407407407408,1.0,32.0,125.49567723342938,28.0,0,0.0
1323474670,1,1.0,2.0,4.0,1.2766118656024912,170.0,20.0,63.25,2.0,0.9758217592592592,8.0,1.5,0.9612073312148984,3.0,1,89.02197916666667
1323475026,0,1.0,2.0,3.0,1.4591479170272448,10.0,2.0,109.0,2.0,0.0027469135802469136,7.0,5.0,162.79775280898875,6.0,0,0.0
1323479289,1,1.0,6.0,21.0,0.4582833481362695,4848.0,1.0,3.6190476190476177,2.0,0.0025457451499118163,4.0,17.0,19.70534747780905,27.0,0,0.0
1323479309,0,1.0,7.0,16.0,1.8394207613600304,4057.0,9.0,0.0,1.0,0.0,0.0,17.5,0.0,25.0,0,0.0
1323480238,0,1.0,2.0,2.0,0.0,11.0,6.0,116.0,2.0,0.030162037037037036,6.0,28.5,17.577129700690715,29.0,0,0.0
1323481724,0,1.0,1.0,1.0,0.0,1.0,1.0,76.0,2.0,0.02818287037037037,5.0,30.0,36.48254620123203,30.0,0,0.0
1323715642,0,1.0,1.0,1.0,0.0,3.0,3.0,53.0,1.0,2.735335648148148,1.0,26.0,1.3655858470886422,26.0,0,0.0
1323718847,0,1.0,1.0,1.0,0.0,32.0,27.0,97.0,2.0,2.822002314814815,3.0,31.0,1.354358320243129,31.0,1,25.15556712962963
1323719037,0,1.0,1.0,3.0,1.0452719266348216,87.0,87.0,59.33333333333334,2.0,0.9162924382716048,10.0,33.0,152.36687566125659,34.0,1,1.1481828703703705
1323719654,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,35.0,0,0.0
1323720491,0,1.0,1.0,2.0,0.8293289299279161,255.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,1,1.2046527777777778
1323723589,0,1.0,3.0,9.0,1.5397023777449246,289.0,111.0,9.888888888888893,1.0,0.3243659979423868,3.0,31.0,5.87314478104071,35.0,0,0.0
1323726983,1,1.0,1.0,1.0,0.0,1.0,1.0,54.0,1.0,0.039282407407407405,3.0,36.0,26.45668827342369,36.0,0,0.0
1323728617,0,1.0,1.0,2.0,0.9848834042585534,77.0,96.0,127.0,1.0,0.09405092592592593,2.0,2.5,8.974403150381493,3.0,1,3.327164351851852
1323731975,0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,37.0,0.0,37.0,0,0.0
1323732164,0,1.0,1.0,2.0,0.9782176659354248,150.0,150.0,125.0,3.0,0.04105324074074074,9.0,4.5,19.268959684240205,5.0,1,1.0695486111111112
1323732931,0,1.0,2.0,2.0,0.74959525725948,13.0,1.0,27.0,2.0,0.0344212962962963,4.0,0.5,7.76294552790854,1.0,0,0.0
1323732951,0,1.0,1.0,2.0,0.6840384356390417,6.0,5.0,77.0,3.0,0.08507523148148148,15.0,2.5,58.83057052450943,1.0,0,0.0
1323736112,0,2.0,2.0,3.0,1.1561787304889202,34.0,1.0,70.0,5.0,0.03666280864197529,22.0,5.0,17.697183123676325,2.0,0,0.0
1323736154,0,1.0,3.0,3.0,1.5,3.0,1.0,27.33333333333333,5.0,0.01259645061728395,7.0,8.0,1381.2493983810982,5.0,0,0.0
1323736428,0,1.0,1.0,1.0,0.0,0.0,11.0,11.0,2.0,0.04047453703703704,1.0,10.0,25.70689162138976,6.0,0,0.0
1323737389,0,2.0,3.0,5.0,1.8018712376981336,17.0,38.0,44.2,5.0,0.04118518518518519,23.0,35.0,8.907626904407971,1.0,1,0.006574074074074074
1323737957,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,38.0,0.0,32.0,0,0.0
1323738193,0,1.0,1.0,1.0,0.0,1.0,0.0,88.0,5.0,0.009305555555555556,11.0,11.0,108.46268656716421,4.0,0,0.0
1323738576,0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.5,0.0,8.0,0,0.0
1323741717,0,1.0,1.0,1.0,0.0,2.0,2.0,89.0,5.0,0.04078703703703704,13.0,36.0,25.517593643586828,36.0,1,24.997685185185187
1323742185,0,1.0,1.0,3.0,1.3593308322365365,21.0,4.0,58.33333333333334,5.0,0.09111111111111113,15.0,38.0,3.1303468244635786,39.0,1,0.9220486111111111
1323757829,0,1.0,3.0,3.0,0.3239392150264133,56.0,6.0,23.66666666666667,5.0,0.07885802469135803,8.0,15.0,5.227005870841487,11.0,1,0.7725
1323758203,0,1.0,1.0,1.0,0.0,1.0,1.0,47.0,5.0,0.0043287037037037035,1.0,17.0,232.01604278074868,12.0,0,0.0
1323760184,0,1.0,1.0,1.0,0.0,5.0,6.0,47.0,5.0,0.022928240740740742,2.0,18.0,44.614336193841496,13.0,1,0.7452430555555556
1323810096,0,1.0,1.0,3.0,0.8820021183545246,118.0,73.0,89.0,5.0,0.8045100308641975,27.0,41.0,1.7742369820520871,42.0,1,0.09425925925925926
1323818240,1,1.0,1.0,1.0,0.0,3.0,3.0,174.0,5.0,0.09425925925925926,3.0,43.0,11.609037328094304,43.0,0,0.0
1323821415,0,1.0,1.0,1.0,0.0,50.0,16.0,174.0,5.0,0.03674768518518518,4.0,44.0,28.212598425196852,44.0,0,0.0
1323821850,1,1.0,1.0,1.0,0.0,0.0,13.0,208.0,5.0,0.0050347222222222225,5.0,45.0,199.6206896551724,45.0,0,0.0
1323823294,0,1.0,1.0,2.0,0.8782889882906704,168.0,37.0,0.0,1.0,0.0,0.0,6.5,0.0,7.0,1,0.01480324074074074
1323824573,1,2.0,2.0,2.0,0.780121362219657,63.0,110.0,63.0,5.0,0.38002314814814814,5.0,8.5,35.43424246582056,8.0,1,2.2165625
1323825502,0,1.0,1.0,1.0,0.0,6.0,1.0,58.0,5.0,0.17831018518518518,16.0,46.0,6.608204595612099,46.0,0,0.0
1323825682,0,1.0,1.0,1.0,0.0,117.0,107.0,195.0,5.0,0.04435185185185185,6.0,47.0,23.546972860125265,47.0,1,0.006527777777777778
1323825733,0,2.0,2.0,2.0,0.5916727785823275,3.0,4.0,49.0,5.0,0.3996759259259259,12.0,10.5,38.866886086668245,1.0,0,0.0
1323826246,1,1.0,1.0,2.0,0.6500224216483541,6.0,6.0,142.5,5.0,0.09672453703703704,18.0,48.5,80.18040424768125,49.0,0,0.0
1323828090,0,2.0,2.0,3.0,1.0114571416273794,134.0,59.0,40.0,5.0,1.3727430555555555,8.0,40.0,13.36413684401037,3.0,1,1.8481597222222221
1323829026,0,1.0,1.0,1.0,0.0,79.0,116.0,205.0,5.0,0.032175925925925934,8.0,50.0,32.07913669064748,50.0,1,0.8140856481481481
1323884937,0,1.0,2.0,2.0,0.8112781244591328,11.0,1.0,0.0,1.0,0.0,0.0,38.5,0.0,39.0,1,53.26238425925926
1323888351,0,1.0,5.0,8.0,0.3650468891383429,169.0,0.0,0.0,1.0,0.0,0.0,3.5,0.0,7.0,1,20.227905092592593
1323889244,0,1.0,2.0,3.0,1.5128876215181606,10.0,10.0,38.333333333333336,5.0,1.8340895061728395,9.0,41.0,1.1919710586730945,42.0,0,0.0
1323890176,0,1.0,1.0,1.0,0.0,16.0,14.0,162.0,1.0,0.021122685185185185,1.0,8.0,48.342465753424655,8.0,1,58.180902777777774
1323892226,0,1.0,1.0,1.0,0.0,0.0,1.0,74.0,6.0,0.044849537037037035,12.0,43.0,23.296774193548387,43.0,0,0.0
1323892409,0,1.0,1.0,1.0,0.0,1.0,4.0,164.0,6.0,0.02584490740740741,2.0,44.0,39.692342140618,44.0,0,0.0
1323894866,0,1.0,1.0,2.0,0.3372900666170139,18.0,14.0,97.0,5.0,0.7878472222222221,23.0,12.5,1.9642594254721508,11.0,0,0.0
1323895221,0,1.0,1.0,1.0,0.0,32.0,0.0,0.0,1.0,0.0,0.0,42.0,0.0,34.0,0,0.0
1323895221,0,1.0,1.0,4.0,1.4132095624584449,68.0,4.0,91.5,5.0,0.5928501157407408,39.0,44.5,1.3406555953909196,38.0,1,0.08865740740740741
1323899363,1,1.0,2.0,5.0,1.5943034202269184,84.0,78.0,88.0,5.0,3.2888217592592595,19.0,53.0,1.3172730354481876,55.0,0,0.0
1323899504,0,1.0,1.0,1.0,0.0,1.0,1.0,146.0,5.0,0.04957175925925926,20.0,47.0,21.172776091524632,39.0,1,0.03908564814814815
1323899949,0,1.0,1.0,2.0,0.6840384356390417,10.0,1.0,113.5,5.0,0.029936342592592587,34.0,48.5,106.42970523265792,41.0,1,0.033935185185185186
1323902881,1,1.0,1.0,5.0,1.5418678426173138,36.0,18.0,95.8,5.0,0.03944907407407407,49.0,52.0,9.296271923392274,46.0,1,6.056597222222222
1323903925,0,1.0,1.0,1.0,0.0,80.0,14.0,0.0,1.0,0.0,0.0,45.0,0.0,0.0,0,0.0
1323904143,0,1.0,1.0,2.0,0.9691595422571496,161.0,38.0,99.0,5.0,0.10737268518518517,25.0,14.5,7.985016707987496,13.0,1,1.0750578703703704
1323904942,0,1.0,1.0,2.0,0.8224042259549891,22.0,13.0,160.5,5.0,0.009247685185185185,27.0,16.5,82.10137672090113,15.0,1,1.065810185185185
1323905587,0,1.0,1.0,2.0,0.2761954276479391,59.0,4.0,84.5,5.0,0.031319444444444434,24.0,55.5,24.946784922394684,48.0,1,0.03111111111111111
1323905684,0,1.0,8.0,29.0,0.9981894950496792,5173.0,112.0,196.4482758620689,5.0,4.087207455300129,81.0,32.0,5.1355340471056525,44.0,1,1.2777777777777777
1323905793,0,1.0,1.0,1.0,0.0,0.0,46.0,77.0,5.0,0.001261574074074074,22.0,47.0,793.6605504587156,45.0,0,0.0
1323905849,0,1.0,1.0,1.0,0.0,45.0,0.0,128.0,5.0,0.0006481481481481481,28.0,48.0,1543.857142857143,46.0,1,0.9734953703703704
1323906506,0,1.0,1.0,1.0,0.0,5.0,0.0,161.0,5.0,0.04195601851851852,23.0,57.0,24.83448275862069,49.0,0,0.0
1323907250,0,2.0,2.0,2.0,0.938035866919046,169.0,130.0,33.0,1.0,0.019241898148148147,1.0,46.5,26.98496240601504,45.0,1,0.9378240740740741
1323908275,1,1.0,1.0,1.0,0.0,0.0,2.0,215.0,5.0,0.031111111111111117,24.0,58.0,33.142857142857146,50.0,0,0.0
1323909353,0,1.0,1.0,2.0,0.3033748360864139,40.0,34.0,0.0,1.0,0.0,0.0,49.5,0.0,48.0,1,0.9076157407407407
1323911797,0,1.0,1.0,2.0,0.3912435636292557,17.0,9.0,236.0,5.0,0.028287037037037038,44.0,59.5,27.5139116202946,52.0,0,0.0
1323971857,0,1.0,1.0,1.0,0.0,7.0,4.0,213.0,5.0,0.7359027777777778,25.0,61.0,2.358875153345286,53.0,0,0.0
1323986655,0,2.0,2.0,2.0,0.8053103419744871,100.0,34.0,52.5,1.0,0.9190393518518518,3.0,48.5,1.8160695170329328,46.0,1,0.018784722222222223
1323986951,0,1.0,1.0,1.0,0.0,1.0,0.0,184.0,5.0,0.869837962962963,33.0,62.0,2.1496394070841207,54.0,0,0.0
1323987771,1,1.0,1.0,1.0,0.0,9.0,9.0,0.0,1.0,0.0,0.0,63.0,0.0,55.0,0,0.0
1323987807,0,1.0,1.0,1.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,64.0,0.0,4.0,0,0.0
1323987971,0,1.0,1.0,1.0,0.0,199.0,71.0,337.0,5.0,0.015231481481481481,14.0,50.0,66.6534954407295,3.0,1,0.32538194444444446
1323988278,1,1.0,1.0,1.0,0.0,5.0,5.0,123.0,5.0,0.018784722222222223,8.0,51.0,54.23475046210721,47.0,0,0.0
1323989959,1,2.0,2.0,3.0,1.3129280047756782,153.0,54.0,0.6666666666666666,1.0,0.016743827160493826,2.0,66.0,33.96135603501293,5.0,1,0.3023726851851852
1323991115,0,1.0,1.0,1.0,0.0,37.0,16.0,0.0,1.0,0.0,0.0,51.0,0.0,49.0,1,0.0684375
1323992218,0,1.0,1.0,1.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,68.0,0.0,6.0,0,0.0
1323992811,0,1.0,1.0,1.0,0.0,1.0,0.0,241.0,5.0,0.033009259259259266,11.0,52.0,31.2945301542777,2.0,0,0.0
1323993389,0,1.0,1.0,2.0,0.8112781244591328,11.0,1.0,112.5,5.0,0.6327199074074074,28.0,69.5,1.8871356691492929,59.0,0,0.0
1323997028,1,1.0,1.0,1.0,0.0,21.0,23.0,0.0,1.0,0.0,0.0,53.0,0.0,50.0,1,0.22055555555555556
1323999154,0,1.0,1.0,4.0,1.8932274277690968,92.0,4.0,0.0,1.0,0.0,0.0,10.5,0.0,3.0,1,0.02375
1324000448,0,1.0,1.0,2.0,0.6880476235340796,49.0,49.0,17.0,1.0,0.014976851851851852,2.0,13.5,51.07727975270479,5.0,0,0.0
1324000960,0,1.0,1.0,3.0,1.5304930567574824,6.0,3.0,0.0,1.0,0.0,0.0,72.0,0.0,62.0,0,0.0
1324001206,1,1.0,1.0,1.0,0.0,3.0,3.0,38.0,6.0,0.02375,1.0,15.0,43.105263157894754,6.0,0,0.0
1324002223,0,1.0,1.0,1.0,0.0,2.0,2.0,38.0,6.0,0.011770833333333331,2.0,0.0,0.0,0.0,1,23.215150462962963
