,Percentage,Zero_Norm,L_1_Norm,L_2_Norm,Spearman_correlation,Pearson_correlation
fix,0.0,0,0.0,0.0,1.0,1.0
ns,0.0,0,0.0,0.0,1.0,1.0000000000000002
nd,0.0,0,0.0,0.0,1.0,0.9999999999999998
nf,0.0,0,0.0,0.0,1.0,0.9999999999999999
entrophy,0.0,0,0.0,0.0,1.0,1.0
la,0.0,0,0.0,0.0,1.0,1.0000000000000002
ld,0.0,0,0.0,0.0,1.0,0.9999999999999999
lt,0.2109072667335531,2943,31.03545089458875,33105.78598692173,0.8552840395534473,0.9238089741929298
ndev,0.16282069657445894,2272,13.914648129568583,2259.9394438870577,0.6650588555016385,0.7430114416758495
age,0.1573742296115809,2196,19.397172629307846,7473.033525638398,0.6966677240936662,0.8259286431361572
nuc,0.2529023935789021,3529,159.43865558262863,6837814.836104343,0.8141773624168316,0.9822757440730033
exp,0.0,0,0.0,0.0,0.9999999999999999,1.0
rexp,0.15199942668768812,2121,72.98870133501636,2680461.4274409385,0.860558964376329,0.9508686732915809
sexp,0.0,0,0.0,0.0,1.0,0.9999999999999999
