,Percentage,Zero_Norm,L_1_Norm,L_2_Norm,Spearman_correlation,Pearson_correlation
fix,0.0,0,0.0,0.0,1.0,1.0
ns,0.0,0,0.0,0.0,0.9999999999999999,1.0
nd,0.0,0,0.0,0.0,1.0,1.0000000000000002
nf,0.0,0,0.0,0.0,1.0,0.9999999999999999
entrophy,0.0,0,0.0,0.0,1.0,1.0
la,0.0,0,0.0,0.0,1.0,1.0
ld,0.0,0,0.0,0.0,0.9999999999999998,0.9999999999999999
lt,0.07373627079452759,2296,82.63304018568795,227395.6884827835,0.892117346239945,0.9672333464638726
ndev,0.05340741216520008,1663,1.2337979317875265,52.71295523154988,0.9927753204489626,0.998421367234761
age,0.05266876485323399,1640,0.8950703743361283,97.34536689751947,0.9395768772161328,0.9891109605856705
nuc,0.07656239964031088,2384,26.24266169953112,35347.63973280237,0.9158200545329308,0.9891713232379102
exp,0.0,0,0.0,0.0,1.0,1.0
rexp,0.05135204573190314,1599,0.2794023424937337,83.51116417303952,0.9655058558710324,0.9987518002607764
sexp,0.0,0,0.0,0.0,0.9999999999999998,1.0
