,Percentage,Zero_Norm,L_1_Norm,L_2_Norm,Spearman_correlation,Pearson_correlation
fix,0.0,0,0.0,0.0,1.0,1.0
ns,0.0,0,0.0,0.0,1.0,1.0000000000000002
nd,0.0,0,0.0,0.0,0.9999999999999998,1.0
nf,0.0,0,0.0,0.0,1.0,1.0000000000000002
entrophy,0.0,0,0.0,0.0,1.0,1.0
la,0.0,0,0.0,0.0,1.0,1.0000000000000002
ld,0.0,0,0.0,0.0,1.0,1.0000000000000002
lt,0.01935982371542633,1353,8.272257220239496,14520.283793650697,0.9860848556593983,0.9983864439610239
ndev,0.04321261464936254,3020,0.9424356461144419,48.88683159958218,0.9994756870918372,0.9997710314903259
age,0.012720534577246126,889,0.45938226816967337,64.58621087273116,0.9750317441339916,0.9923472057904871
nuc,0.020590381616037316,1439,1.0246683932634109,179.23429250075122,0.9904747223932246,0.9998666306380504
exp,0.0,0,0.0,0.0,1.0,1.0
rexp,0.012305579006109863,860,0.2748882867904107,834.2936506988306,0.9882826126661794,0.999986089374122
sexp,0.0,0,0.0,0.0,1.0,1.0000000000000002
