,Percentage,Zero_Norm,L_1_Norm,L_2_Norm,Spearman_correlation,Pearson_correlation
fix,0.0,0,0.0,0.0,0.9999999999999999,1.0000000000000002
ns,0.0,0,0.0,0.0,1.0,0.9999999999999998
nd,0.0,0,0.0,0.0,1.0,1.0000000000000002
nf,0.0,0,0.0,0.0,1.0,0.9999999999999998
entrophy,0.0,0,0.0,0.0,0.9999999999999999,1.0
la,0.0,0,0.0,0.0,0.9999999999999999,1.0
ld,0.0,0,0.0,0.0,1.0,1.0
lt,0.4942851858701683,53452,212.97266845698474,471267.87902714376,0.5715700651407524,0.8493643889252112
ndev,0.837978546328833,90619,47.902626225263546,6696.725374514518,0.575724394781798,0.6680470564987375
age,0.2154799334196412,23302,5.960170094322423,1303.734246700043,0.5552235057624479,0.784809207469297
nuc,0.5030423525060107,54399,123.93302200850749,250058.2420288515,0.5720644343987772,0.8005099986389184
exp,0.0,0,0.0,0.0,1.0,1.0000000000000002
rexp,0.21146661734788239,22868,3.1462847266151877,20764.873992794623,0.8172810996798416,0.9558803803150756
sexp,0.0,0,0.0,0.0,1.0,1.0
